No,Title,Link,Tags,Acceptance,Difficulty,Frequency
2079,Watering Plants,https://leetcode.com/problems/watering-plants/description/,[Array][Simulation],79.5%,Medium,0
2187,Minimum Time to Complete Trips,https://leetcode.com/problems/minimum-time-to-complete-trips/description/,[Array][Binary Search],38.9%,Medium,0
