No,Title,Link,Tags,Acceptance,Difficulty,Frequency
2379,Minimum Recolors to Get K Consecutive Black Blocks,https://leetcode.com/problems/minimum-recolors-to-get-k-consecutive-black-blocks/description/,[String][Sliding Window],58.4%,Easy,0
