No,Title,Link,Tags,Acceptance,Difficulty,Frequency
1875,Group Employees of the Same Salary,https://leetcode.com/problems/group-employees-of-the-same-salary/description/,[Database],68.1%,Medium,0
2196,Create Binary Tree From Descriptions,https://leetcode.com/problems/create-binary-tree-from-descriptions/description/,[Array][Hash Table][Tree][Depth-First Search][Breadth-First Search][Binary Tree],72.3%,Medium,0
