No,Title,Link,Tags,Acceptance,Difficulty,Frequency
2205,The Number of Users That Are Eligible for Discount,https://leetcode.com/problems/the-number-of-users-that-are-eligible-for-discount/description/,[Database],49.9%,Easy,0
2230,The Users That Are Eligible for Discount,https://leetcode.com/problems/the-users-that-are-eligible-for-discount/description/,[Database],49.6%,Easy,0
