No,Title,Link,Tags,Acceptance,Difficulty,Frequency
546,Remove Boxes,https://leetcode.com/problems/remove-boxes/description/,[Array][Dynamic Programming][Memoization],47.7%,Hard,0
625,Minimum Factorization,https://leetcode.com/problems/minimum-factorization/description/,[Math][Greedy],33.5%,Medium,0
