Tag,Appearance
String,2
Design,2
Array,2
Depth-First Search,2
Breadth-First Search,2
Matrix,2
Linked List,1
Stack,1
Simulation,1
Doubly-Linked List,1
Hash Table,1
Trie,1
Union Find,1
