No,Title,Link,Tags,Acceptance,Difficulty,Frequency
1561,Maximum Number of Coins You Can Get,https://leetcode.com/problems/maximum-number-of-coins-you-can-get/description/,[Array][Math][Greedy][Sorting][Game Theory],84.60%,Medium,0%
94,Binary Tree Inorder Traversal,https://leetcode.com/problems/binary-tree-inorder-traversal/description/,[Stack][Tree][Depth-First Search][Binary Tree],75.90%,Easy,0%
595,Big Countries,https://leetcode.com/problems/big-countries/description/,[Database],68.30%,Easy,0%
1610,Maximum Number of Visible Points,https://leetcode.com/problems/maximum-number-of-visible-points/description/,[Array][Math][Geometry][Sliding Window][Sorting],37.30%,Hard,0%
1661,Average Time of Process per Machine,https://leetcode.com/problems/average-time-of-process-per-machine/description/,[Database],66.80%,Easy,0%
2747,Count Zero Request Servers,https://leetcode.com/problems/count-zero-request-servers/description/,[Array][Hash Table][Sliding Window][Sorting],32.10%,Medium,0%
496,Next Greater Element I,https://leetcode.com/problems/next-greater-element-i/description/,[Array][Hash Table][Stack][Monotonic Stack],72.10%,Easy,0%
392,Is Subsequence,https://leetcode.com/problems/is-subsequence/description/,[Two Pointers][String][Dynamic Programming],47.90%,Easy,0%
621,Task Scheduler,https://leetcode.com/problems/task-scheduler/description/,[Array][Hash Table][Greedy][Sorting][Heap (Priority Queue)][Counting],59.80%,Medium,0%
2239,Find Closest Number to Zero,https://leetcode.com/problems/find-closest-number-to-zero/description/,[Array],44.70%,Easy,0%
694,Number of Distinct Islands,https://leetcode.com/problems/number-of-distinct-islands/description/,[Hash Table][Depth-First Search][Breadth-First Search][Union Find][Hash Function],61.20%,Medium,0%
759,Employee Free Time,https://leetcode.com/problems/employee-free-time/description/,[Array][Sorting][Heap (Priority Queue)],72.00%,Hard,0%
1047,Remove All Adjacent Duplicates In String,https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/description/,[String][Stack],69.40%,Easy,0%
340,Longest Substring with At Most K Distinct Characters,https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/description/,[Hash Table][String][Sliding Window],48.60%,Medium,0%
2241,Design an ATM Machine,https://leetcode.com/problems/design-an-atm-machine/description/,[Array][Greedy][Design],40.70%,Medium,0%
719,Find K-th Smallest Pair Distance,https://leetcode.com/problems/find-k-th-smallest-pair-distance/description/,[Array][Two Pointers][Binary Search][Sorting],37.80%,Hard,0%
567,Permutation in String,https://leetcode.com/problems/permutation-in-string/description/,[Hash Table][Two Pointers][String][Sliding Window],44.30%,Medium,0%
315,Count of Smaller Numbers After Self,https://leetcode.com/problems/count-of-smaller-numbers-after-self/description/,[Array][Binary Search][Divide and Conquer][Binary Indexed Tree][Segment Tree][Merge Sort][Ordered Set],42.40%,Hard,0%
228,Summary Ranges,https://leetcode.com/problems/summary-ranges/description/,[Array],50.50%,Easy,0%
1929,Concatenation of Array,https://leetcode.com/problems/concatenation-of-array/description/,[Array][Simulation],89.70%,Easy,0%
1578,Minimum Time to Make Rope Colorful,https://leetcode.com/problems/minimum-time-to-make-rope-colorful/description/,[Array][String][Dynamic Programming][Greedy],63.90%,Medium,0%
605,Can Place Flowers,https://leetcode.com/problems/can-place-flowers/description/,[Array][Greedy],29.30%,Easy,0%
1093,Statistics from a Large Sample,https://leetcode.com/problems/statistics-from-a-large-sample/description/,[Array][Math][Probability and Statistics],42.10%,Medium,0%
1026,Maximum Difference Between Node and Ancestor,https://leetcode.com/problems/maximum-difference-between-node-and-ancestor/description/,[Tree][Depth-First Search][Binary Tree],78.20%,Medium,0%
1242,Web Crawler Multithreaded,https://leetcode.com/problems/web-crawler-multithreaded/description/,[Depth-First Search][Breadth-First Search][Concurrency],48.90%,Medium,0%
1274,Number of Ships in a Rectangle,https://leetcode.com/problems/number-of-ships-in-a-rectangle/description/,[Array][Divide and Conquer][Interactive],68.60%,Hard,0%
2619,Array Prototype Last,https://leetcode.com/problems/array-prototype-last/description/,,72.50%,Easy,0%
1493,Longest Subarray of 1's After Deleting One Element,https://leetcode.com/problems/longest-subarray-of-1s-after-deleting-one-element/description/,[Array][Dynamic Programming][Sliding Window],67.10%,Medium,0%
43,Multiply Strings,https://leetcode.com/problems/multiply-strings/description/,[Math][String][Simulation],40.20%,Medium,0%
417,Pacific Atlantic Water Flow,https://leetcode.com/problems/pacific-atlantic-water-flow/description/,[Array][Depth-First Search][Breadth-First Search][Matrix],55.10%,Medium,0%
1793,Maximum Score of a Good Subarray,https://leetcode.com/problems/maximum-score-of-a-good-subarray/description/,[Array][Two Pointers][Binary Search][Stack][Monotonic Stack],64.40%,Hard,0%
398,Random Pick Index,https://leetcode.com/problems/random-pick-index/description/,[Hash Table][Math][Reservoir Sampling][Randomized],63.10%,Medium,0%
2771,Longest Non-decreasing Subarray From Two Arrays,https://leetcode.com/problems/longest-non-decreasing-subarray-from-two-arrays/description/,[Array][Dynamic Programming],28.70%,Medium,0%
149,Max Points on a Line,https://leetcode.com/problems/max-points-on-a-line/description/,[Array][Hash Table][Math][Geometry],26.50%,Hard,0%
746,Min Cost Climbing Stairs,https://leetcode.com/problems/min-cost-climbing-stairs/description/,[Array][Dynamic Programming],65.50%,Easy,0%
278,First Bad Version,https://leetcode.com/problems/first-bad-version/description/,[Binary Search][Interactive],44.30%,Easy,0%
1200,Minimum Absolute Difference,https://leetcode.com/problems/minimum-absolute-difference/description/,[Array][Sorting],69.50%,Easy,0%
888,Fair Candy Swap,https://leetcode.com/problems/fair-candy-swap/description/,[Array][Hash Table][Binary Search][Sorting],61.50%,Easy,0%
708,Insert into a Sorted Circular Linked List,https://leetcode.com/problems/insert-into-a-sorted-circular-linked-list/description/,[Linked List],35.90%,Medium,0%
1297,Maximum Number of Occurrences of a Substring,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring/description/,[Hash Table][String][Sliding Window],51.80%,Medium,0%
458,Poor Pigs,https://leetcode.com/problems/poor-pigs/description/,[Math][Dynamic Programming][Combinatorics],59.80%,Hard,0%
133,Clone Graph,https://leetcode.com/problems/clone-graph/description/,[Hash Table][Depth-First Search][Breadth-First Search][Graph],56.90%,Medium,0%
1895,Largest Magic Square,https://leetcode.com/problems/largest-magic-square/description/,[Array][Matrix][Prefix Sum],52.20%,Medium,0%
2227,Encrypt and Decrypt Strings,https://leetcode.com/problems/encrypt-and-decrypt-strings/description/,[Array][Hash Table][String][Design][Trie],40.00%,Hard,0%
2444,Count Subarrays With Fixed Bounds,https://leetcode.com/problems/count-subarrays-with-fixed-bounds/description/,[Array][Queue][Sliding Window][Monotonic Queue],61.50%,Hard,0%
435,Non-overlapping Intervals,https://leetcode.com/problems/non-overlapping-intervals/description/,[Array][Dynamic Programming][Greedy][Sorting],53.00%,Medium,0%
593,Valid Square,https://leetcode.com/problems/valid-square/description/,[Math][Geometry],44.00%,Medium,0%
1328,Break a Palindrome,https://leetcode.com/problems/break-a-palindrome/description/,[String][Greedy],51.80%,Medium,0%
724,Find Pivot Index,https://leetcode.com/problems/find-pivot-index/description/,[Array][Prefix Sum],57.30%,Easy,0%
80,Remove Duplicates from Sorted Array II,https://leetcode.com/problems/remove-duplicates-from-sorted-array-ii/description/,[Array][Two Pointers],57.70%,Medium,0%
480,Sliding Window Median,https://leetcode.com/problems/sliding-window-median/description/,[Array][Hash Table][Sliding Window][Heap (Priority Queue)],39.30%,Hard,0%
407,Trapping Rain Water II,https://leetcode.com/problems/trapping-rain-water-ii/description/,[Array][Breadth-First Search][Heap (Priority Queue)][Matrix],47.90%,Hard,0%
864,Shortest Path to Get All Keys,https://leetcode.com/problems/shortest-path-to-get-all-keys/description/,[Array][Bit Manipulation][Breadth-First Search][Matrix],53.80%,Hard,0%
1048,Longest String Chain,https://leetcode.com/problems/longest-string-chain/description/,[Array][Hash Table][Two Pointers][String][Dynamic Programming],61.00%,Medium,0%
1396,Design Underground System,https://leetcode.com/problems/design-underground-system/description/,[Hash Table][String][Design],74.70%,Medium,0%
678,Valid Parenthesis String,https://leetcode.com/problems/valid-parenthesis-string/description/,[String][Dynamic Programming][Stack][Greedy],34.80%,Medium,0%
214,Shortest Palindrome,https://leetcode.com/problems/shortest-palindrome/description/,[String][Rolling Hash][String Matching][Hash Function],33.30%,Hard,0%
2945,Find Maximum Non-decreasing Array Length,https://leetcode.com/problems/find-maximum-non-decreasing-array-length/description/,[Array][Binary Search][Dynamic Programming][Stack][Queue][Monotonic Stack][Monotonic Queue],14.90%,Hard,0%
1438,Longest Continuous Subarray With Absolute Diff Less Than or Equal to Limit,https://leetcode.com/problems/longest-continuous-subarray-with-absolute-diff-less-than-or-equal-to-limit/description/,[Array][Queue][Sliding Window][Heap (Priority Queue)][Ordered Set][Monotonic Queue],49.20%,Medium,0%
438,Find All Anagrams in a String,https://leetcode.com/problems/find-all-anagrams-in-a-string/description/,[Hash Table][String][Sliding Window],50.80%,Medium,0%
1823,Find the Winner of the Circular Game,https://leetcode.com/problems/find-the-winner-of-the-circular-game/description/,[Array][Math][Recursion][Queue][Simulation],78.20%,Medium,0%
836,Rectangle Overlap,https://leetcode.com/problems/rectangle-overlap/description/,[Math][Geometry],44.70%,Easy,0%
100,Same Tree,https://leetcode.com/problems/same-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],61.80%,Easy,0%
766,Toeplitz Matrix,https://leetcode.com/problems/toeplitz-matrix/description/,[Array][Matrix],68.90%,Easy,0%
1464,Maximum Product of Two Elements in an Array,https://leetcode.com/problems/maximum-product-of-two-elements-in-an-array/description/,[Array][Sorting][Heap (Priority Queue)],82.50%,Easy,0%
93,Restore IP Addresses,https://leetcode.com/problems/restore-ip-addresses/description/,[String][Backtracking],49.60%,Medium,0%
1470,Shuffle the Array,https://leetcode.com/problems/shuffle-the-array/description/,[Array],88.40%,Easy,0%
153,Find Minimum in Rotated Sorted Array,https://leetcode.com/problems/find-minimum-in-rotated-sorted-array/description/,[Array][Binary Search],50.20%,Medium,0%
1353,Maximum Number of Events That Can Be Attended,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/description/,[Array][Greedy][Sorting][Heap (Priority Queue)],32.30%,Medium,0%
371,Sum of Two Integers,https://leetcode.com/problems/sum-of-two-integers/description/,[Math][Bit Manipulation],51.70%,Medium,0%
103,Binary Tree Zigzag Level Order Traversal,https://leetcode.com/problems/binary-tree-zigzag-level-order-traversal/description/,[Tree][Breadth-First Search][Binary Tree],58.80%,Medium,0%
317,Shortest Distance from All Buildings,https://leetcode.com/problems/shortest-distance-from-all-buildings/description/,[Array][Breadth-First Search][Matrix],43.10%,Hard,0%
3005,Count Elements With Maximum Frequency,https://leetcode.com/problems/count-elements-with-maximum-frequency/description/,[Array][Hash Table][Counting],79.50%,Easy,0%
59,Spiral Matrix II,https://leetcode.com/problems/spiral-matrix-ii/description/,[Array][Matrix][Simulation],70.90%,Medium,0%
843,Guess the Word,https://leetcode.com/problems/guess-the-word/description/,[Array][Math][String][Interactive][Game Theory],39.50%,Hard,0%
1180,Count Substrings with Only One Distinct Letter,https://leetcode.com/problems/count-substrings-with-only-one-distinct-letter/description/,[Math][String],79.70%,Easy,0%
771,Jewels and Stones,https://leetcode.com/problems/jewels-and-stones/description/,[Hash Table][String],88.50%,Easy,0%
177,Nth Highest Salary,https://leetcode.com/problems/nth-highest-salary/description/,[Database],38.00%,Medium,0%
713,Subarray Product Less Than K,https://leetcode.com/problems/subarray-product-less-than-k/description/,[Array][Sliding Window],47.30%,Medium,0%
62,Unique Paths,https://leetcode.com/problems/unique-paths/description/,[Math][Dynamic Programming][Combinatorics],64.20%,Medium,0%
44,Wildcard Matching,https://leetcode.com/problems/wildcard-matching/description/,[String][Dynamic Programming][Greedy][Recursion],27.80%,Hard,0%
493,Reverse Pairs,https://leetcode.com/problems/reverse-pairs/description/,[Array][Binary Search][Divide and Conquer][Binary Indexed Tree][Segment Tree][Merge Sort][Ordered Set],30.60%,Hard,0%
1581,Customer Who Visited but Did Not Make Any Transactions,https://leetcode.com/problems/customer-who-visited-but-did-not-make-any-transactions/description/,[Database],69.20%,Easy,0%
968,Binary Tree Cameras,https://leetcode.com/problems/binary-tree-cameras/description/,[Dynamic Programming][Tree][Depth-First Search][Binary Tree],46.60%,Hard,0%
312,Burst Balloons,https://leetcode.com/problems/burst-balloons/description/,[Array][Dynamic Programming],58.60%,Hard,0%
740,Delete and Earn,https://leetcode.com/problems/delete-and-earn/description/,[Array][Hash Table][Dynamic Programming],56.50%,Medium,0%
626,Exchange Seats,https://leetcode.com/problems/exchange-seats/description/,[Database],69.30%,Medium,0%
610,Triangle Judgement,https://leetcode.com/problems/triangle-judgement/description/,[Database],71.20%,Easy,0%
2225,Find Players With Zero or One Losses,https://leetcode.com/problems/find-players-with-zero-or-one-losses/description/,[Array][Hash Table][Sorting][Counting],73.70%,Medium,0%
513,Find Bottom Left Tree Value,https://leetcode.com/problems/find-bottom-left-tree-value/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],71.10%,Medium,0%
1539,Kth Missing Positive Number,https://leetcode.com/problems/kth-missing-positive-number/description/,[Array][Binary Search],59.70%,Easy,0%
378,Kth Smallest Element in a Sorted Matrix,https://leetcode.com/problems/kth-smallest-element-in-a-sorted-matrix/description/,[Array][Binary Search][Sorting][Heap (Priority Queue)][Matrix],62.30%,Medium,0%
2332,The Latest Time to Catch a Bus,https://leetcode.com/problems/the-latest-time-to-catch-a-bus/description/,[Array][Two Pointers][Binary Search][Sorting],26.30%,Medium,0%
249,Group Shifted Strings,https://leetcode.com/problems/group-shifted-strings/description/,[Array][Hash Table][String],65.40%,Medium,0%
826,Most Profit Assigning Work,https://leetcode.com/problems/most-profit-assigning-work/description/,[Array][Two Pointers][Binary Search][Greedy][Sorting],46.10%,Medium,0%
2745,Construct the Longest New String,https://leetcode.com/problems/construct-the-longest-new-string/description/,[Math][Dynamic Programming][Greedy][Brainteaser],53.20%,Medium,0%
2268,Minimum Number of Keypresses,https://leetcode.com/problems/minimum-number-of-keypresses/description/,[Hash Table][String][Greedy][Sorting][Counting],70.90%,Medium,0%
1825,Finding MK Average,https://leetcode.com/problems/finding-mk-average/description/,[Design][Queue][Heap (Priority Queue)][Data Stream][Ordered Set],36.70%,Hard,0%
1646,Get Maximum in Generated Array,https://leetcode.com/problems/get-maximum-in-generated-array/description/,[Array][Simulation],50.40%,Easy,0%
270,Closest Binary Search Tree Value,https://leetcode.com/problems/closest-binary-search-tree-value/description/,[Binary Search][Tree][Depth-First Search][Binary Search Tree][Binary Tree],51.90%,Easy,0%
83,Remove Duplicates from Sorted List,https://leetcode.com/problems/remove-duplicates-from-sorted-list/description/,[Linked List],52.30%,Easy,0%
818,Race Car,https://leetcode.com/problems/race-car/description/,[Dynamic Programming],43.60%,Hard,0%
102,Binary Tree Level Order Traversal,https://leetcode.com/problems/binary-tree-level-order-traversal/description/,[Tree][Breadth-First Search][Binary Tree],66.90%,Medium,0%
119,Pascal's Triangle II,https://leetcode.com/problems/pascals-triangle-ii/description/,[Array][Dynamic Programming],63.80%,Easy,0%
1834,Single-Threaded CPU,https://leetcode.com/problems/single-threaded-cpu/description/,[Array][Sorting][Heap (Priority Queue)],45.50%,Medium,0%
1378,Replace Employee ID With The Unique Identifier,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier/description/,[Database],82.70%,Easy,0%
666,Path Sum IV,https://leetcode.com/problems/path-sum-iv/description/,[Array][Hash Table][Tree][Depth-First Search][Binary Tree],60.90%,Medium,0%
2485,Find the Pivot Integer,https://leetcode.com/problems/find-the-pivot-integer/description/,[Math][Prefix Sum],84.10%,Easy,0%
872,Leaf-Similar Trees,https://leetcode.com/problems/leaf-similar-trees/description/,[Tree][Depth-First Search][Binary Tree],70.20%,Easy,0%
367,Valid Perfect Square,https://leetcode.com/problems/valid-perfect-square/description/,[Math][Binary Search],43.60%,Easy,0%
489,Robot Room Cleaner,https://leetcode.com/problems/robot-room-cleaner/description/,[Backtracking][Interactive],76.60%,Hard,0%
1790,Check if One String Swap Can Make Strings Equal,https://leetcode.com/problems/check-if-one-string-swap-can-make-strings-equal/description/,[Hash Table][String][Counting],45.60%,Easy,0%
240,Search a 2D Matrix II,https://leetcode.com/problems/search-a-2d-matrix-ii/description/,[Array][Binary Search][Divide and Conquer][Matrix],52.50%,Medium,0%
182,Duplicate Emails,https://leetcode.com/problems/duplicate-emails/description/,[Database],71.00%,Easy,0%
64,Minimum Path Sum,https://leetcode.com/problems/minimum-path-sum/description/,[Array][Dynamic Programming][Matrix],63.70%,Medium,0%
390,Elimination Game,https://leetcode.com/problems/elimination-game/description/,[Math][Recursion],45.70%,Medium,0%
523,Continuous Subarray Sum,https://leetcode.com/problems/continuous-subarray-sum/description/,[Array][Hash Table][Math][Prefix Sum],28.80%,Medium,0%
2502,Design Memory Allocator,https://leetcode.com/problems/design-memory-allocator/description/,[Array][Hash Table][Design][Simulation],52.70%,Medium,0%
2400,Number of Ways to Reach a Position After Exactly k Steps,https://leetcode.com/problems/number-of-ways-to-reach-a-position-after-exactly-k-steps/description/,[Math][Dynamic Programming][Combinatorics],34.90%,Medium,0%
1704,Determine if String Halves Are Alike,https://leetcode.com/problems/determine-if-string-halves-are-alike/description/,[String][Counting],78.70%,Easy,0%
383,Ransom Note,https://leetcode.com/problems/ransom-note/description/,[Hash Table][String][Counting],61.10%,Easy,0%
2055,Plates Between Candles,https://leetcode.com/problems/plates-between-candles/description/,[Array][String][Binary Search][Prefix Sum],44.20%,Medium,0%
105,Construct Binary Tree from Preorder and Inorder Traversal,https://leetcode.com/problems/construct-binary-tree-from-preorder-and-inorder-traversal/description/,[Array][Hash Table][Divide and Conquer][Tree][Binary Tree],63.70%,Medium,0%
2540,Minimum Common Value,https://leetcode.com/problems/minimum-common-value/description/,[Array][Hash Table][Two Pointers][Binary Search],59.50%,Easy,0%
416,Partition Equal Subset Sum,https://leetcode.com/problems/partition-equal-subset-sum/description/,[Array][Dynamic Programming],46.20%,Medium,0%
2700,Differences Between Two Objects,https://leetcode.com/problems/differences-between-two-objects/description/,,79.40%,Medium,0%
904,Fruit Into Baskets,https://leetcode.com/problems/fruit-into-baskets/description/,[Array][Hash Table][Sliding Window],44.00%,Medium,0%
384,Shuffle an Array,https://leetcode.com/problems/shuffle-an-array/description/,[Array][Math][Randomized],58.20%,Medium,0%
402,Remove K Digits,https://leetcode.com/problems/remove-k-digits/description/,[String][Stack][Greedy][Monotonic Stack],31.10%,Medium,0%
1021,Remove Outermost Parentheses,https://leetcode.com/problems/remove-outermost-parentheses/description/,[String][Stack],82.30%,Easy,0%
1980,Find Unique Binary String,https://leetcode.com/problems/find-unique-binary-string/description/,[Array][Hash Table][String][Backtracking],74.50%,Medium,0%
2108,Find First Palindromic String in the Array,https://leetcode.com/problems/find-first-palindromic-string-in-the-array/description/,[Array][Two Pointers][String],83.90%,Easy,0%
974,Subarray Sums Divisible by K,https://leetcode.com/problems/subarray-sums-divisible-by-k/description/,[Array][Hash Table][Prefix Sum],54.00%,Medium,0%
366,Find Leaves of Binary Tree,https://leetcode.com/problems/find-leaves-of-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],80.50%,Medium,0%
2291,Maximum Profit From Trading Stocks,https://leetcode.com/problems/maximum-profit-from-trading-stocks/description/,[Array][Dynamic Programming],45.10%,Medium,0%
167,Two Sum II - Input Array Is Sorted,https://leetcode.com/problems/two-sum-ii-input-array-is-sorted/description/,[Array][Two Pointers][Binary Search],61.10%,Medium,0%
158,Read N Characters Given read4 II - Call Multiple Times,https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times/description/,[Array][Simulation][Interactive],42.20%,Hard,0%
209,Minimum Size Subarray Sum,https://leetcode.com/problems/minimum-size-subarray-sum/description/,[Array][Binary Search][Sliding Window][Prefix Sum],46.90%,Medium,0%
1497,Check If Array Pairs Are Divisible by k,https://leetcode.com/problems/check-if-array-pairs-are-divisible-by-k/description/,[Array][Hash Table][Counting],38.40%,Medium,0%
452,Minimum Number of Arrows to Burst Balloons,https://leetcode.com/problems/minimum-number-of-arrows-to-burst-balloons/description/,[Array][Greedy][Sorting],58.80%,Medium,0%
163,Missing Ranges,https://leetcode.com/problems/missing-ranges/description/,[Array],33.50%,Easy,0%
2357,Make Array Zero by Subtracting Equal Amounts,https://leetcode.com/problems/make-array-zero-by-subtracting-equal-amounts/description/,[Array][Hash Table][Greedy][Sorting][Heap (Priority Queue)][Simulation],72.20%,Easy,0%
1410,HTML Entity Parser,https://leetcode.com/problems/html-entity-parser/description/,[Hash Table][String],50.90%,Medium,0%
1609,Even Odd Tree,https://leetcode.com/problems/even-odd-tree/description/,[Tree][Breadth-First Search][Binary Tree],65.70%,Medium,0%
1086,High Five,https://leetcode.com/problems/high-five/description/,[Array][Hash Table][Sorting][Heap (Priority Queue)],74.60%,Easy,0%
2785,Sort Vowels in a String,https://leetcode.com/problems/sort-vowels-in-a-string/description/,[String][Sorting],81.70%,Medium,0%
2976,Minimum Cost to Convert String I,https://leetcode.com/problems/minimum-cost-to-convert-string-i/description/,[Array][String][Graph][Shortest Path],39.30%,Medium,0%
2636,Promise Pool,https://leetcode.com/problems/promise-pool/description/,,80.20%,Medium,0%
2115,Find All Possible Recipes from Given Supplies,https://leetcode.com/problems/find-all-possible-recipes-from-given-supplies/description/,[Array][Hash Table][String][Graph][Topological Sort],49.50%,Medium,0%
723,Candy Crush,https://leetcode.com/problems/candy-crush/description/,[Array][Two Pointers][Matrix][Simulation],76.90%,Medium,0%
1734,Decode XORed Permutation,https://leetcode.com/problems/decode-xored-permutation/description/,[Array][Bit Manipulation],64.40%,Medium,0%
2472,Maximum Number of Non-overlapping Palindrome Substrings,https://leetcode.com/problems/maximum-number-of-non-overlapping-palindrome-substrings/description/,[String][Dynamic Programming],39.80%,Hard,0%
2866,Beautiful Towers II,https://leetcode.com/problems/beautiful-towers-ii/description/,[Array][Stack][Monotonic Stack],34.20%,Medium,0%
2968,Apply Operations to Maximize Frequency Score,https://leetcode.com/problems/apply-operations-to-maximize-frequency-score/description/,[Array][Binary Search][Sliding Window][Sorting][Prefix Sum],38.30%,Hard,0%
983,Minimum Cost For Tickets,https://leetcode.com/problems/minimum-cost-for-tickets/description/,[Array][Dynamic Programming],65.30%,Medium,0%
172,Factorial Trailing Zeroes,https://leetcode.com/problems/factorial-trailing-zeroes/description/,[Math],43.20%,Medium,0%
419,Battleships in a Board,https://leetcode.com/problems/battleships-in-a-board/description/,[Array][Depth-First Search][Matrix],75.30%,Medium,0%
611,Valid Triangle Number,https://leetcode.com/problems/valid-triangle-number/description/,[Array][Two Pointers][Binary Search][Greedy][Sorting],51.10%,Medium,0%
180,Consecutive Numbers,https://leetcode.com/problems/consecutive-numbers/description/,[Database],47.40%,Medium,0%
110,Balanced Binary Tree,https://leetcode.com/problems/balanced-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],51.80%,Easy,0%
400,Nth Digit,https://leetcode.com/problems/nth-digit/description/,[Math][Binary Search],34.70%,Medium,0%
1636,Sort Array by Increasing Frequency,https://leetcode.com/problems/sort-array-by-increasing-frequency/description/,[Array][Hash Table][Sorting],71.30%,Easy,0%
1884,Egg Drop With 2 Eggs and N Floors,https://leetcode.com/problems/egg-drop-with-2-eggs-and-n-floors/description/,[Math][Dynamic Programming],72.50%,Medium,0%
178,Rank Scores,https://leetcode.com/problems/rank-scores/description/,[Database],62.10%,Medium,0%
213,House Robber II,https://leetcode.com/problems/house-robber-ii/description/,[Array][Dynamic Programming],41.90%,Medium,0%
168,Excel Sheet Column Title,https://leetcode.com/problems/excel-sheet-column-title/description/,[Math][String],40.50%,Easy,0%
1751,Maximum Number of Events That Can Be Attended II,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended-ii/description/,[Array][Binary Search][Dynamic Programming][Sorting],62.00%,Hard,0%
979,Distribute Coins in Binary Tree,https://leetcode.com/problems/distribute-coins-in-binary-tree/description/,[Tree][Depth-First Search][Binary Tree],72.60%,Medium,0%
2302,Count Subarrays With Score Less Than K,https://leetcode.com/problems/count-subarrays-with-score-less-than-k/description/,[Array][Binary Search][Sliding Window][Prefix Sum],54.00%,Hard,0%
628,Maximum Product of Three Numbers,https://leetcode.com/problems/maximum-product-of-three-numbers/description/,[Array][Math][Sorting],45.10%,Easy,0%
1779,Find Nearest Point That Has the Same X or Y Coordinate,https://leetcode.com/problems/find-nearest-point-that-has-the-same-x-or-y-coordinate/description/,[Array],68.20%,Easy,0%
259,3Sum Smaller,https://leetcode.com/problems/3sum-smaller/description/,[Array][Two Pointers][Binary Search][Sorting],50.70%,Medium,0%
494,Target Sum,https://leetcode.com/problems/target-sum/description/,[Array][Dynamic Programming][Backtracking],46.70%,Medium,0%
365,Water and Jug Problem,https://leetcode.com/problems/water-and-jug-problem/description/,[Math][Depth-First Search][Breadth-First Search],40.00%,Medium,0%
2933,High-Access Employees,https://leetcode.com/problems/high-access-employees/description/,[Array][Hash Table][String][Sorting],43.60%,Medium,0%
1164,Product Price at a Given Date,https://leetcode.com/problems/product-price-at-a-given-date/description/,[Database],55.50%,Medium,0%
2437,Number of Valid Clock Times,https://leetcode.com/problems/number-of-valid-clock-times/description/,[String][Enumeration],46.00%,Easy,0%
1573,Number of Ways to Split a String,https://leetcode.com/problems/number-of-ways-to-split-a-string/description/,[Math][String],33.10%,Medium,0%
2896,Apply Operations to Make Two Strings Equal,https://leetcode.com/problems/apply-operations-to-make-two-strings-equal/description/,[String][Dynamic Programming],26.10%,Medium,0%
432,All O`one Data Structure,https://leetcode.com/problems/all-oone-data-structure/description/,[Hash Table][Linked List][Design][Doubly-Linked List],36.70%,Hard,0%
148,Sort List,https://leetcode.com/problems/sort-list/description/,[Linked List][Two Pointers][Divide and Conquer][Sorting][Merge Sort],57.60%,Medium,0%
101,Symmetric Tree,https://leetcode.com/problems/symmetric-tree/description/,[Tree][Depth-First Search][Breadth-First Search][Binary Tree],56.30%,Easy,0%
1688,Count of Matches in Tournament,https://leetcode.com/problems/count-of-matches-in-tournament/description/,[Math][Simulation],85.80%,Easy,0%
1756,Design Most Recently Used Queue,https://leetcode.com/problems/design-most-recently-used-queue/description/,[Array][Hash Table][Stack][Design][Binary Indexed Tree][Ordered Set],76.20%,Medium,0%
1804,Implement Trie II (Prefix Tree),https://leetcode.com/problems/implement-trie-ii-prefix-tree/description/,[Hash Table][String][Design][Trie],61.40%,Medium,0%
1251,Average Selling Price,https://leetcode.com/problems/average-selling-price/description/,[Database],42.50%,Easy,0%
733,Flood Fill,https://leetcode.com/problems/flood-fill/description/,[Array][Depth-First Search][Breadth-First Search][Matrix],63.70%,Easy,0%
1431,Kids With the Greatest Number of Candies,https://leetcode.com/problems/kids-with-the-greatest-number-of-candies/description/,[Array],87.30%,Easy,0%
862,Shortest Subarray with Sum at Least K,https://leetcode.com/problems/shortest-subarray-with-sum-at-least-k/description/,[Array][Binary Search][Queue][Sliding Window][Heap (Priority Queue)][Prefix Sum][Monotonic Queue],26.00%,Hard,0%
2458,Height of Binary Tree After Subtree Removal Queries,https://leetcode.com/problems/height-of-binary-tree-after-subtree-removal-queries/description/,[Array][Tree][Depth-First Search][Breadth-First Search][Binary Tree],39.90%,Hard,0%
541,Reverse String II,https://leetcode.com/problems/reverse-string-ii/description/,[Two Pointers][String],50.60%,Easy,0%
2592,Maximize Greatness of an Array,https://leetcode.com/problems/maximize-greatness-of-an-array/description/,[Array][Two Pointers][Greedy][Sorting],57.00%,Medium,0%
1662,Check If Two String Arrays are Equivalent,https://leetcode.com/problems/check-if-two-string-arrays-are-equivalent/description/,[Array][String],85.30%,Easy,0%
2713,Maximum Strictly Increasing Cells in a Matrix,https://leetcode.com/problems/maximum-strictly-increasing-cells-in-a-matrix/description/,[Array][Binary Search][Dynamic Programming][Memoization][Sorting][Matrix],30.10%,Hard,0%
